2018-01-08	CON	MarcusFysh	The hon. Lady is right that, particularly in the car industry, rules of origin are an issue across the world. In the North American Free Trade Agreement, for example, the ability of US and Canadian car manufacturers to integrate their supply chains makes a big difference. Under the Trans-Pacific Partnership, which the Canadians are considering re-entering in a modified form, rules of origin on cars are probably one of the main determining issues. The degree to which local content needs to be demonstrated is a major factor
2018-01-08	LAB	StephenKinnock	Secondly, it is imperative that the Bill includes a cast-iron commitment to scrapping the lesser duty rule. This Government have been the ringleader of attempts to block EU moves to reform the rule, which means that we have only been able to impose tariffs of 13% to 16%, whereas the Americans, for example, can impose import duties of over 200% on dumped Chinese steel. An unreformed lesser duty rule must not be retained in UK law. We therefore call on the Government to state precisely how they intend to calculate the margin of injury to ensure that the process is at least as robust as the reformed EU system, and to lay out all that detail in the Bill
2018-01-09	CON	AlanDuncan	My hon. Friend makes a good point. We have created 50 new diplomatic positions in our embassies, but it is not a question of simply reducing the number of staff outside Europe by the same number. The money to fund these changes will come from changing the way we work and adjusting some our processes, and from some frontline staff savings in Asia, the Americas and Africa. We are also bidding for some extra money from the Treasury to help create over 100 additional new roles to support the process of leaving the EU.
2018-01-09	CON	AlexanderJohnson	I am not exactly sure what is in order here, but doubtless you will guide me, Mr Speaker. I must redirect the right hon. Lady and indeed the House to her words of 14 May 2017 on the “The Andrew Marr Show”, when she said: “I think we have to welcome the American President to Britain. We have to work with him.” I rest my case. [Interruption.]
2018-01-09	CON	AlexanderJohnson	I think Her Majesty the Queen is well capable of taking this or any American President in her stride, as she has done over six remarkable decades. She has seen them come and she has seen them go. If the hon. Lady seeks advice on whether to invite the President of the United States to visit this country—she will remember that we are very close allies—I invite her to ask the person next to her, the right hon. Member for Islington South and Finsbury (Emily Thornberry), who said only last year: “I think we have to welcome the American President to Britain. We have to work with him.” Those are the words of the right hon. Lady.
2018-01-09	CON	MichaelPrisk	The circumstances for most exporters are such that billions of pounds of exports are being undertaken today in areas where there is no formal trading agreement. We need to be pragmatic; we need to be smart; we need to be sharp. We should not always assume that this is simply about national Government to national Government. I have learned from my work in Brazil, for example, that the regional state of São Paulo, on its own, has an economy larger than most Latin American nations. We need to be sharp in how we engage with the regions and nations abroad and with their city states
2018-01-09	LAB	BarryGardiner	The Government have a woeful record on transparency and democratic oversight when it comes to international trade agreements, so it pains me to remind the House of the exchange of letters, which were revealed just before Christmas, between the Department and the Office of the United States Trade Representative, in which the Secretary of State gave assurances to President Trump’s Administration that he will deny Members of this House access to information on the substance of talks held in the UK-US trade working group. The letter says that the following approach will be taken: “Proposals, accompanying explanatory material, emails related to the substance of the working group, and other information, exchanged in the context of the working group, are provided and will be held in confidence unless otherwise jointly decided.” Yet when the Secretary of State responded to my hon. Friend the Member for Vauxhall (Kate Hoey), who asked a trenchant question about the need for transparency, he said that of course he believed there should be full transparency. In fact, this obsession with secrecy should not be taken for a prudent desire to conceal our negotiating hand from the Americans. The provisions agreed by the Secretary of State are expressly designed to deny British MPs and the wider public any knowledge of what has already been discussed with the United States’ representatives. He will not tell us what he has already told them.
2018-01-09	LAB	KerryMcCarthy	I chair the all-party group on agroecology, which launched its report into post-Brexit trade at the Oxford real farming conference last week. The report sets out the importance of the EU for our food, feed and drinks market. In 2016, 60% of UK exports in those sectors were to the EU, compared with just 16% to Asia and 14% to North America. The picture is even starker for imports: 70% from the EU, compared with just 8% and 6% from Asia and North America
2018-01-09	LAB	KerryMcCarthy	The Americans, meanwhile, are telling us that we must adhere to their rules and not set our own standards. Wilbur Ross, the US Secretary of Commerce, has said that the UK must ditch EU food safety laws. Last week at the Oxford farming conference, Ted McKinney, the US Under Secretary for Trade and Foreign Agricultural Affairs, said that the UK should consider the “reset button” on our food standards. There are many examples other than chlorinated chicken, including hormone-injected beef, food colourings and brominated vegetable oil. I make the plea for proper scrutiny; we must not let this be only in the hands of Ministers.
2018-01-09	LAB	KerryMcCarthy	The North American free trade agreement is held responsible for the tripling of obesity in Mexico, as fast food companies came in and flooded the market with high fructose corn syrup. To give a quite obscure example, the republic of Samoa has among the highest rates of obesity, hypertension and diabetes in the world. In 2007, in a bid to combat that public health crisis, its Government banned the imports of two favourite delicacies: turkey tails from the US and mutton flaps from New Zealand. But when Samoa joined the WTO in 2012, it had to lift that ban. A deal was struck that allowed it to add a 300% tariff to turkey tails for two years, and then a 100% tariff for one more year on top of that. After that, Samoa was told that its only mechanism was to resort to public health education. The lack of freedom that countries have under current trading arrangements concerns me
