2020-01-07	CON	AndrewMitchell	My right hon. Friend is clearly absolutely right to focus, laser-like, on defending British personnel and interests, but can he assure the House that Britain is working closely with all our allies in Europe and the region, as well as in the US, to finish the job of defeating ISIL and to de-escalate tensions rather than see them spiral out of control, using all the available opportunities through the much challenged but vital international rules-based system?
2020-01-07	CON	BrandonLewis	Part 2 of the Bill honours our obligation to EU citizens who are living in the UK by ensuring they have the certainty they need as our country moves forward. Frankly, it is disappointing that not all European countries have provided the same assurances to British nationals living in the EU, which is something we hope will change. We will continue to work towards that for our citizens
2020-01-07	CON	BrandonLewis	Thank you, Sir George. As my right hon. and hon. Friends will outline, we are working with our colleagues and friends around Europe, and they are all very happy with the scheme. In fact, as I will come to in a few moments, our scheme is far more generous than what many countries around Europe offer to UK citizens. I hope that will change, but this programme does deliver—I will come to some specifics in further clauses, but I am sticking to the clauses that are before us today. It is delivering a scheme that, as I say, has had over 2.8 million applications already, and nearly 2.5 million people have already been granted status. That is a success. EU citizens in the UK also have until the end of June 2021 to apply.
2020-01-07	CON	DanielKawczynski	Does my right hon. Friend agree that, unlike the Opposition spokesman, who seems to paint a very gloomy picture about our moving away from European regulations, this Parliament and this country are perfectly capable of regulating our own domestic affairs, and protecting the environment and workers’ rights in the British way, without always acquiescing in EU laws?
2020-01-07	CON	DanielKawczynski	The right hon. Gentleman has talked about our huge trade deficit with the European Union, and how vital a free trade agreement is to the EU—how much more in its interests such an agreement is. I understand that our current trade deficit is more than £92 billion a year. Is the right hon. Gentleman cognisant of that figure?
2020-01-07	CON	DesmondSwayne	I am persuaded that the amendments are unnecessary, and I support the provisions of the Bill. But just one word of caution: I have received a number of inquiries from constituents—European citizens—who clearly have not been reached at all by any of the outreach, such are the basic questions that they ask. Indeed, I received one such inquiry today. On that score, when I think about it, I do not know whether I have been living in a bubble, but I have not seen any of that outreach at all myself. Admittedly, I have not been looking for it. Nevertheless, I just ask Ministers to re-examine the outreach that there has been and to reassure their level of confidence that it is adequate.
2020-01-07	CON	GarethJohnson	Does the right hon. Gentleman agree that, throughout the general election, the mantra of the British people was “Just get on with it”? Indeed, the outcome of the election was a mandate to the House to get on with the exiting of the European Union, and the new clause flies in the face of the outcome of the general election that we have just had.
2020-01-07	CON	JeremyHunt	It was disappointing that we were not informed about the attack in advance, but does the Defence Secretary agree that, while that may be partly because this US Administration have the habit of doing a lot of things unilaterally, it is also because of growing scepticism in Washington about European commitment to global security, given the vast disparity in defence spending between European countries and the United States? The right place to address this issue is the defence and security review that is happening this year, which can show that a newly confident post-Brexit Britain takes its defence obligations seriously.
2020-01-07	CON	JeremyWright	Does my hon. Friend agree that part of the problem with what the Opposition propose is not just their lack of attention in coming to the Chamber, but their lack of attention to detail in what they propose? On new clause 4, they talk about the need to bring authority back to Parliament, but does she agree that what it actually says is that only a two-year extension could be proposed by the Government in this country—[Interruption.] That is exactly what it says. And that only the European Union could put a shorter extension on the table. It does not give Parliament the authority to suggest a shorter extension at all.
2020-01-07	CON	JohnMercer	As the al-Sweady inquiry has already highlighted, the RMP elements deployed to Iraq were simply insufficient to cope with the unexpectedly high number of incidents requiring investigation. This is what led the Provost Marshal (Army) in 2010 to direct IHAT to review nine RMP investigations, including those into the deaths of Mr Nama and Mr Mousa Ali, to ascertain whether all lines of enquiry had been followed. The considerable obstacles to obtaining sufficient evidence to prosecute in historical cases have been recognised by the High Court, which in 2013 ordered the MOD to establish a process of non-criminal quasi-inquests, which have become known as Iraq fatality investigations, to satisfy fully our obligations under the European convention on human rights. These IFIs are similar in form to a coroner’s inquest, and are conducted by an independent, retired judge. They are designed to provide the families of the deceased with answers and to help the armed forces learn lessons for the future
2020-01-07	CON	JohnRedwood	I do think it should be relatively straightforward, if there is good will on the EU side as well as on our own side, because we have been party to its international negotiations. If we take the best of the Japanese deal and the best of the Canadian deal—it is already there in text—it should be relatively easy to say that we can at least have that. The EU has already offered that to non-members of the European Union, and we should be able to add a bit more because by being a member we already have agreements to things that are in our mutual interest to continue. I would be very optimistic about the negotiations, but I am quite conscious that if we negotiate as, unfortunately, the previous Government did before the change of leadership and the general election, we will end up making more concessions to get something that the EU has already promised in the political declaration. I do not want the fish at risk, and I do not want the money at risk. I do want to take full control of the money, the fish, the law making and the taxes from the beginning of next year, as we are promised by this Bill, and clause 33 is a very important part of trying to deliver that
2020-01-07	CON	JohnRedwood	I would like some reassurance from the Front Bench that once we are properly out at the end of December, under clause 33, there will not be further bills. I want us to be able to say to the British people, “We now do control our own money. We are not going to carry on paying for this show.” I think it might be quite a good negotiating tactic to suggest to the EU that perhaps there is not a strong legal basis for some of the claims it wishes to make, because we need to put some countervailing pressure on the EU during this remaining negotiation period on the free trade agreement. I do not think we have to pay for a free trade agreement. I think it is massively in the interests of the rest of the European Union, because it sells us more than we sell it, but we have to be firm, otherwise it will walk all over us again and demand more concessions.
2020-01-07	CON	JohnRedwood	I, in particular, think we can do a lot better on taxation. I do not want tax on all these green products that the EU makes us tax. I would not have thought that the Green party really wanted those. However, I suspect that if I or others moved amendments to the forthcoming Budget this March to take out those unnecessary taxes, we would be told we are still not allowed to because we are in the implementation period and have to accept European law. It has also interfered in our corporate taxes in a way that actually reduces the revenues we gain from big business. I would have thought Labour and the Liberal Democrats rather oppose that, but because it comes from the EU they are completely quiet on the subject. They do not seem to mind that the EU interferes with our revenue raising.
2020-01-07	CON	JohnRedwood	Those of us who have had to study European Union affairs for all too long, because they affect our own country so much, have learned from bitter experience that deals nearly always happen at the last minute under artificial or genuine deadlines that the EU has often imposed on itself. All we are trying to do, in supporting a Government in doing this, is to say to the EU that there is a deadline on this negotiation: “If you, O EU, really want a free trade deal with us, as you have said you do in the partnership agreement, hurry now while stocks last.” It is not all about us, it is about the EU as well. It needs this free trade agreement, and we need to keep the pressure up. Let us tell it that there needs to be significant progress by the middle of this year so that it is realistic to finalise the text
2020-01-07	CON	KevinHollinrake	I will keep my remarks mercifully brief, restricting them to new clause 4. This would be a detrimental amendment to the Bill, because it would completely undermine the negotiations that the Government have to undertake. I understand the concerns about a no-deal situation at the end of 2020—I am very concerned about that, too—but we must follow the golden rules in a negotiation. I have negotiated many things in my life, although clearly not something as large as leaving the European Union—but who has? However, there have been some things that would have had a much bigger direct impact on my life, certainly in terms of business negotiations. Some of those have been life-changing and, particularly in negotiations with our banks, pretty much life-threatening. The golden rule in any negotiation is that a person has to walk into them with confidence. That is absolutely how we have to undertake the negotiations. Of course, as the right hon. Member for Orkney and Shetland (Mr Carmichael) said, there are some downsides to these negotiations. It is therefore even more important to walk into them with confidence. We must believe that we can do this deal.
2020-01-07	CON	KevinHollinrake	There may be a staging process; we do not know how the negotiations are going to roll out yet. Michel Barnier said that Brussels could take contingency measures to deal with those kinds of issue, because he does not want economic disruption. There is an appetite on both sides. What the European Union has done far better than the UK Parliament is negotiate as a bloc, together. There has not ever been any difficulty from its side in terms of people wanting different things, whereas clearly the UK Parliament has not behaved like that. As a result, the biggest vulnerability within the European Union from a poor trade deal or no trade deal is with regard to the Republic of Ireland
2020-01-07	CON	KevinHollinrake	We are in a different situation. I am still involved in my business; it has grown a lot over the last 26 or 27 years, and I have concerns about the impact on it of the wrong kind of exit from the European Union. However, I still think it is absolutely right to set the deadline of the end of 2020 to do this deal. In our manifesto and all the statements in the general election, it is true that we said that we would do this deal by the end of 2020 and that we would be out completely by then. It would be wrong and a breach of the trust that the people had in us in the general election for us now to say that there could be a further extension.
2020-01-07	CON	KevinHollinrake	We cannot deal with Brexit like this—and I voted to remain. We must walk forward with confidence not only about our new relationship with the European Union, but, crucially at this time, about our negotiations on the trade deal.
2020-01-07	CON	RachelMaclean	I thank my right hon. and learned Friend for that point. I expect nothing less from his forensic attention to detail. He highlights the inconsistency at the heart of the Opposition’s arguments. It reminds me of some of the amendments we had in the previous Parliament, when the Opposition wanted to us to give away our control about the process of leaving the European Union. That was constantly the approach they forced on the Government. That has actually ended up very well for us, because we now have a strong governing majority
2020-01-07	CON	RobertBlackman	Does my right hon. Friend agree that the negotiations with the European Union on the free trade agreement will be relatively easy on goods, but the negotiations on services will be much more complicated? That is mainly because on goods we have a balance of trade deficit with the European Union, but on services we have a balance of trade improvement.
2020-01-07	CON	RobertWallace	I did not say the JCPOA was alive and well and all business as normal; I said it was not dead. The JCPOA is a deal that I believe was the right thing to do. I remember, even before it was formed, that I and even the Leader of the Opposition would urge the Bush Administration to talk to the Iranians to engage and seek a way through, and we came to an Iranian deal that we thought was correctly monitored and that the European powers thought was a good way through. However, my hon. Friend is right: it is not just that the United States withdrew; the Iranians have tested every single inch of the written agreement. That does not detract from the fact that we believe the JCPOA is the right way forward, and we will invest our time and effort in trying to make sure it has a future.
2020-01-07	CON	RobertWallace	I will get the hon. Lady the exact detail of when, but all the time we are visiting, or trying to visit, with interlocuters, individuals held in those prisons. As she rightly says, this is not just one individual; there is a whole group from many nations—they are not just British-Iranian nationals, but Europeans and Americans and so on are held there. It is part of a deliberate policy, and the individuals and judiciary in Iran who have been appointed most recently are a worrying sign about the current intention of the Iranian regime in carrying on that policy. We must change that policy, and in the meantime we must be alert to the health and wellbeing of people in those prisons. We will try—not only with our own embassy staff but with other third countries—to see what help can be given to increase pressure in Iran and ensure that we support those prisoners.
2020-01-07	CON	RobertWallace	In the coming days, we will be doing all we can to encourage Iran to take a different path. No one should be under any illusion: long before the death of General Soleimani, Iran had stepped up its destabilising activities in the region. Whether it was targeting dissidents in Europe or hijacking civilian ships, this aggressive behaviour was never going to go unchallenged. Her Majesty’s Government urge Iran to return to the normal behaviour of the country it aspires to be and to resist the urge to retaliate.
2020-01-07	CON	RobertWallace	My right hon. Friend makes the serious point that Daesh has not gone away. Indeed, it is posing a threat to us here in the United Kingdom and Europe and also within region. We are working incredibly hard with the Iraqi Government to try and see in what ways we can remain in theatre to deal with that, and I know that the Prime Minister spoke recently to the Iraqi Prime Minister, including on that subject. At the same time, in Syria, we are focused on the force protection of aid workers and everybody else in the region, ensuring that people are safe and that people who are travelling there do so with the right advice. It would not be right for me to comment any further on what we are doing operationally in Iraq and elsewhere in the region, as to do so may expose our forces, but we are alive to the fact that among the groups of people most likely to exploit destabilisation are terrorist groups such as al-Qaeda and Daesh.
2020-01-07	CON	RobertWallace	Yes. My right hon. Friend is absolutely right that the No. 1 threat to us in the United Kingdom and to Europe is the actions by Daesh. We must continue the assault on them, not only in their bases, where they are, but on their ideas, on the internet and in some of our own communities. We will continue to do that. I spoke with my French counterpart—France has often been at the forefront of ISIS attacks in Europe—and she and I are determined that that assault does not fall off the agenda and that we maintain not only our investment in fighting ISIS but our determination to recognise that they have not gone away and that it will be a long fight.
2020-01-07	CON	RogerGale	(3) The form of the motion mentioned in subsection (2)(c) is “That this House approves of the Government’s decision not to apply for an extension to the period for implementing the agreement between the United Kingdom and the EU under Article 50(2) of the Treaty on European Union which sets out the arrangements for the United Kingdom’s withdrawal from the EU”
2020-01-07	CON	RogerGale	(5) Any Minister of the Crown who attends the Joint Committee may seek agreement to terminate the implementation period if a final agreement on the future trade relationship is ratified before the end of the implementation period.’” This new clause would restore the role for Parliament in deciding whether to extend transition to avoid a WTO Brexit. New clause 36—Extension of implementation period— “After section 15 of the European Union (Withdrawal) Act 2018 (publication and rules of evidence) insert— ‘15A Extension of implementation period (1) If by 1 June 2020, agreements on both of the matters specified in subsection (2) have not been concluded, any Minister of the Crown who attends the Joint Committee must seek to secure agreement in the Joint Committee to a single decision to extend the implementation period by two years, in accordance with Article 132 of the Withdrawal Agreement
