2020-01-07	CON	JohnRedwood	I rise particularly to support clause 33. I think it is essential that we are finally out of the EU in every proper way by the end of this year. Some three and a half years have passed since the British people made their decision that they wished to leave. Many of us voted to leave because we think the world is going to be better once we have left. We do not regard it as some kind of disease or problem that has to be managed; we see it as full of opportunities. We want to rebuild our fishing industry under British regulations and British control. We wish to get all our money back and to spend it on our priorities in health and education. We wish to make sure that we can make the laws we wish, and which the people recommend to us in elections and in the normal dialogue between constituents and Members of Parliament. We are extremely optimistic about our opportunities as a leader of free trade worldwide once we have regained our full vote and voice in the World Trade Organisation and are able to do our own deals with all those parts of the world that the EU has not got round to doing deals with all the time we have been a member
2020-01-07	CON	SajidJavid	I agree with the hon. Lady about the importance of making sure that special educational needs are properly funded. That is precisely why in the last spending round I increased spending by £780 million, which I believe is the biggest increase in a decade.
2020-01-07	LAB	BarrySheerman	Does the Minister agree that not only need more police officers but a new partnership forged locally between youth services, the police and the educational sector? Is it not time for some new cross-party thinking about how we tackle the crime and disorder on our streets at the moment?
2020-01-07	LAB	CatherineWest	With regard to productivity, what plans does the Chancellor have in the upcoming Budget to tackle the lack of investment in further education? Investment has been cut by 50% since 2010, and productivity relies very much on colleges and high-quality education outside the university sector.
2020-01-07	LAB	KerryMcCarthy	Having grown up in Bristol, the Chancellor will be familiar with the education system there, but we have a crisis in funding for special educational needs provision. More children are coming forward with special educational needs, but we do not have the funding to support them. I urge him to pay some attention to that and to donate the necessary funds to remedy the problem.
2020-01-07	LAB	StephenDoughty	I want to raise with the Minister the specific point about physical documentation. Of course we all want to see digitalisation; we all want to see more efficient systems. We all want to see a system where we can quickly get information—whether that is employers, housing providers or other providers of services—to ensure that people receive the things that they are entitled to under the law. But the reality is, as we all know, that these systems break down. There are mistakes in them and names are often rendered incorrectly. What is the back-up? What will happen when somebody is trying to apply for a house, access medical services, apply for a job or apply for an education that they are entitled to in this country and the system breaks down? The computer may say no, or the blue screen of death may come up on the computer. Whatever the problem, we all know that these things fail. When we are talking about such a fundamental thing as the right to live, work and exercise rights in this country, which many EU citizens should have under this legislation and deserve, we have to ensure that there is back-up. We have our birth certificates and passports—physical documents for the most crucial aspects of our rights and citizenship rights in this country. I caution the Minister: when the mistakes happen—the inevitable breakdown, a cyber-attack on the system or the system becoming unavailable—what will happen to the people who get caught up in them? All those mistakes will generate not only a huge cost for the Government in rectifying them in due course, but great harm and concern to the individuals involved. Anyone who deals with the immigration system on a weekly basis, as many of us do, can point to myriad examples
2020-01-08	CON	AlexanderJohnson	I think the real question is, why do the SNP keep going on about breaking up the most successful union in history? It is to distract from their abundant failures in government. In spite of getting £9 billion a year from the UK Exchequer, which of course they would lose if they were so foolish as to break away, they are mismanaging their healthcare. It is not the fault of Scottish pupils, but we are seeing Scottish schools falling behind in educational standards. Concentrate on what you are doing and stop going on about breaking up the Union.
2020-01-08	CON	AlexanderJohnson	Yes I can; and not only are we investing record sums in primary and secondary education, but we are also setting up a national skills fund to help those who do not necessarily think that they are candidates for university but have a huge amount to offer the economy and need every help they can get—they have massive, massive potential.
2020-01-08	CON	AlexanderJohnson	Yes, indeed I will. I pay tribute, by the way, to my right hon. Friend the Member for Bognor Regis and Littlehampton (Nick Gibb)—where is he?—who campaigned for so long for synthetic phonics, which has done such a huge amount to help kids to read in this country. This is the only country in the G7 where the reading performance of disadvantaged pupils has actually improved since 2009. We need to do more, and as my hon. Friend says, that is why we are investing more now—record sums—in education.
2020-01-08	CON	DavidEvennett	Does my right hon. Friend share my concerns about the lack of educational achievement and aspiration among so many of our working-class boys across the country? Will he make it a top priority for his Government to ensure that all schoolchildren throughout the country are given the opportunities to maximise their talents?
