2016-01-05	CON	AnneMarieMorris	10. What plans he has to publish a rural healthcare strategy.
2016-01-05	CON	BenedictGummer	I will certainly join my hon. Friend in praising the work of hospices. It is a unique contribution in the world of healthcare and we should be proud of their efforts. He will know that I have a commitment to end-of-life care and to improving it. I hope shortly to make announcements in response to last year’s NHS Choices review. I have been talking intensively to people from the sector about what might or might not be possible.
2016-01-05	CON	BenedictGummer	The “Five Year Forward View” published by NHS England sets out the healthcare strategy for the whole of England, including rural areas. Rural areas have their own health needs, which should be taken into account in planning and developing healthcare systems.
2016-01-05	CON	DanielKawczynski	9. What assessment his Department has made of the need for wi-fi infrastructure in hospitals to facilitate use of developing healthcare technologies.
2016-01-05	CON	GeorgeFreeman	Digitalisation of healthcare is absolutely essential for the 21st-century NHS—for individual care, for system performance and safety, and for research. Wi-fi is an important part of that, with benefits for doctors, nurses, hospital management and patients. That is why I am delighted that my right hon. Friend the Secretary of State secured the necessary funding in the comprehensive spending review to fund fully the NHS’s plans for digitalisation and transformation. We have announced that we are implementing Baroness Martha Lane Fox’s recommendation of free wi-fi in all NHS hospitals.
2016-01-05	CON	TobiasEllwood	Our prosperity relationship is important, but it is only part of the relationship, not our key driver. Saudi Arabia is one of the UK’s largest trading partners in the middle east, and the leading middle eastern exporter of goods to the UK. In 2014, exports of goods reached over £4 billion, and exports of services in 2013 reached over £5 billion. UK companies, with the assistance of Her Majesty’s Government, have delivered projects worth over £2 billion so far this financial year in the transport, healthcare and education sectors, but this does not come at the expense of human rights; we can, and do, raise these issues with the Saudi Arabian Government
2016-01-05	CON	TobiasEllwood	Today, the UK and Saudi Arabia co-operate in areas as diverse as education, healthcare, culture, defence, and, of course, counter-terrorism, as well as on the shared challenges facing the middle east. Some 25,000 Britons are proud to call the kingdom their home, and a further 70,000 visit each year as pilgrims. More than 15,000 Saudi students study in some of the UK’s world-class universities
2016-01-05	LAB	RobertaBlackmanWoods	Amendment 32 is really important. Indeed, the Minister himself acknowledged on a number of occasions that not only do we need homes as places to live in, but that they need to be built in communities that people want to live in. New homes have to be supported with the right infrastructure so that those who rent or purchase them have access to good quality healthcare, schools, further and higher education, transport links, employment and so on. It would be very useful to hear from the Minister this evening what he intends to do to address the concerns raised by a number of local authorities, including Milton Keynes, which pointed out that, because of the lack of community infrastructure levy applied to starter homes, there is a very real risk there will not be enough money available to support the infrastructure that is needed
2016-01-06	CON	CarolineSpelman	Following is the full text of the petition: [The petition of residents of the UK, Declares that private healthcare patients have less access to adequate redress and compensation following negligent treatment in comparison to NHS patients; further that insurance companies can withdraw cover from healthcare professionals who are alleged to have breached the terms of the insurance policy; and further that healthcare professionals under investigation for negligence should not be able to work in either the NHS or the private sector until the disciplinary proceedings have concluded to the satisfaction of the General Medical Council and patient or patients concerned and, in case of fatalities, the patients’ families. The petitioners therefore ask the House of Commons to legislate to require insurance companies to provide affordable cover for every aspect of healthcare professionals’ work including in cases where the work was found to be negligent, and for all healthcare professionals under investigation for negligence to be suspended until the complaint has been fully resolved. And the petitioners remain, etc.] [P001660]
2016-01-06	CON	CarolineSpelman	The petition would require every insurance company to provide affordable cover for every aspect of healthcare professionals’ work, including where it is found to be negligent, and those under investigation would be suspended until the complaint had been fully resolved
2016-01-06	CON	CarolineSpelman	This petition declares that healthcare professionals under investigation for negligence should not be able to work in either the NHS or the private sector until disciplinary procedures have concluded satisfactorily. More than 1,000 women underwent inappropriate breast cancer surgery, and while many NHS patients have already been compensated, those treated in the private sector have been caught up in protracted litigation during which time some have sadly passed away
2016-01-06	LAB	ElizabethMcInnes	Just a few weeks ago, on 15 December 2015, we spoke in this Chamber about the devastating effects of Storm Desmond in Cumbria. Sadly, we are now here again debating the aftermath of Storms Eva and Frank and the devastation that has been wrought in Lancashire, Yorkshire, Greater Manchester and Scotland, along with many other areas in the north. During that debate on Storm Desmond, I welcomed the announcement of a national flood resilience review to assess our infrastructure, with particular reference to electricity substations. I mentioned that because many areas of Lancaster, including the hospitals, many homes and businesses and the university, suffered from long power cuts caused by unforeseen flood damage at a substation in Lancaster. I made the case for electricity substations to be better protected from flooding, to avoid disruption to our healthcare, education and business institutions
2016-01-06	LAB	JamiesonReed	Another result of the floods was the profound impact on healthcare services in the county. A flooding emergency should never become a health emergency, with people unable to access the services on which they rely. Cobra should not be convened every time there is significant rainfall
2016-01-07	CON	MarcusFysh	Women on average have a healthier longevity and that is increasing at a greater rate than it is for men. As a nation we spend a massive and increasing amount on our healthcare system and on our pension system in order to allow as many people as possible a happy retirement
2016-01-07	LAB	FionaMactaggart	There are clear examples in the report of how advocates worked very hard to protect children who were at risk of disappearing. The fact is that those advocates did not have legal powers and could be ignored by local authorities. In one case, they were unable to persuade the local authority to put a trafficked child in safe accommodation, and the child then disappeared into the hands of a trafficker. In another case, they were unable to persuade a local authority that a child was a child, and it was only because of the determination of the advocacy service that when that child re-entered the healthcare system they were discovered again and re-referred to the Home Office protection system
2016-01-11	CON	JamesHeappey	We in rural areas pay the same for our mobile phones and internet connections as those who live in urban areas, yet we get so much less, and we travel further for our healthcare. Some appointments are inaccessible for those who rely on public transport. There are parts of my constituency from which one cannot reach Taunton, Yeovil, Bath or Bristol for an out-patient appointment, or from which it is extraordinarily difficult to reach a GP surgery or health clinic. I have met constituents who allowed minor conditions to fester because they put off making the journey until it became sufficiently urgent that they needed an ambulance to hospital. That cannot be right
2016-01-11	CON	KevinHollinrake	Services are harder to deliver in rural areas. We have many bus passes in Thirsk and Malton, but very few buses because it is so difficult to provide buses on a commercial basis and it is getting more challenging to do so. All we are asking for is a fair deal. We welcomed the increase in the rural services delivery grant to £65 million a year, but that is back-loaded. Effectively, in 2016-17 it will deliver only about £4.5 million. The gap is widening, not narrowing. That is happening on the back of other areas where we do not get a fair deal, be it healthcare or schools, although huge progress has been made in this Parliament to remedy that situation.
2016-01-11	CON	MarkLancaster	We are engaging with NHS bodies on disseminating information to GPs, respiratory clinics and other healthcare professionals, so that when they treat a veteran with mesothelioma caused by military service, they can direct them to the Gov.uk website and the Veterans UK helpline, which have details of how to make a claim under the war pensions scheme and the new lump sum option.
2016-01-11	CON	MarkLancaster	When individuals leave the armed forces, their healthcare needs become the responsibility of the national health service in England and the devolved Administrations. Most people with mesothelioma will see their GP first, because they are concerned about their symptoms. Given concerns over a potential monitoring process, I have been told—I will go back and check again—that unfortunately there is currently no reliable screening test for mesothelioma. The aim of screening is to pick up cancers at an early stage of the disease before symptoms develop, but mesothelioma can be difficult to diagnose since the usual test for lung diseases often appears negative
2016-01-11	CON	NeilCarmichael	That is a very encouraging answer, but bearing in mind the work of the ministerial taskforce on child protection, what steps is the Home Secretary taking to make sure that the police co-operate well with other agencies in schools, in the healthcare system, and in social work?
2016-01-11	LAB	AndrewSlaughter	Sadly, this is only the latest in a long line of failures and mismanagement from G4S. In addition to inspection reports at Oakwood prison and the removal of the contract for Rainsbrook STC last September, there have been investigations into a number of deaths in custody or detention, including those of Gareth Myatt and Jimmy Mubenga. There was a debate in the House last week on the appalling healthcare at G4S-run Yarl’s Wood immigration detention centre. The Secretary of State may wish to confirm that the Serious Fraud Office is still investigating G4S over fraud in the prisoners tagging contract
2016-01-12	CON	PhilipHammond	Yes, and I very much welcome my hon. Friend’s Singing for Syrians initiative. That and initiatives like it show an extraordinary solidarity with the Syrian refugees. Yes, other countries should do more. The UK is the second largest donor to the Syrian humanitarian crisis, after the United States. We can be incredibly proud of that record. I am also proud that the Syrian conference we will hold on 4 February will not just ask people to pledge additional money. We will go to the conference with innovative ideas, worked out with the Governments of Jordan and Turkey, to allow refugees proper access to the workplace in their host countries and to healthcare and education in a way that provides holistic support for those refugees, not just a UN handout.
2016-01-12	LAB	CatherineWest	Another issue is the number of days that children miss at school because of illness, and this applies whether we are talking about primary school, secondary school when pupils are doing their GCSEs or even university years. Asthma, chronic obstructive pulmonary disorders and other respiratory problems are holding our youngsters back; and we must not forget the healthcare of our older folk
2016-01-18	LAB	DanielZeichner	Over many months, campaigners and I sat through numerous CCG board meetings and what were described as public consultation meetings where we were assured that all was well and that the many concerns we raised were unjustified. It was announced that the three final bidders for the contract to lead the services were Care for Life, UnitingCare Partnership and Virgin Care. Eventually, in October 2014, it was announced that the five-year outsourcing contract to run older people’s healthcare and adult community care was to be awarded to the UnitingCare Partnership, which was not a private bidder but an NHS consortium of Cambridgeshire and Peterborough NHS Foundation Trust and Cambridge University Hospitals NHS Foundation Trust. The five-year contract was worth £800 million and covered: urgent care for adults aged 65 and over, including in-patient and A&E services; mental health services for people aged 65 and over; adult community services for people aged 18 and over, including district nursing and rehabilitation services; and health services to support the care of people aged 65 and over. It is one of the biggest contracts the NHS has ever tendered
2016-01-19	CON	JustineGreening	As part of our response, we had 1,500 military personnel. We provided six UK treatment centres in a matter of weeks. We trained over 4,000 Sierra Leonean healthcare workers. We deployed 150 NHS volunteers, who worked on supporting over 1,500 treatment and isolation beds. That was more than half of the beds available to treat Sierra Leoneans. As I said, we now have a 36-bed mobile field hospital. One hundred Public Health England staff helped to set up three laboratories. We delivered 28,000 tonnes of aid. We delivered more than 1 million protective equipment suits for people working in the red zone and dealing directly with people who had Ebola. We supported over 140 burial teams. We had RFA Argus, the Royal Navy support ship and Merlin helicopters out there. It was a phenomenal response across government and I am very proud to have been part of it
2016-01-19	CON	JustineGreening	Critically, we need to be able to mobilise people. One aspect of the WHO reform is the setting up of an international register of healthcare responders, much like the one the UK has, which we were able to draw on to tackle Ebola. That will enable us to ensure that we rapidly have the right people in the right places the next time that a crisis hits. Having said all that, this was an unprecedented outbreak. It was the first time that an Ebola outbreak spread across borders. Nevertheless, we clearly need the WHO to reform and to respond far more quickly and effectively in future.
2016-01-19	CON	JustineGreening	The hon. Gentleman mentions a number of different but related points, and the work that happened at community level proved pivotal in enabling us to tackle Ebola, both by steadily ensuring that victims of Ebola were buried safely and did not pass the virus on, and by improving surveillance. Surveillance is now a key plank of ensuring that no other case of Ebola romps away in the way it did when it took hold in 2014. There is a lot more work to be done, and improving district and community level healthcare is vital. Indeed, the lack of a strong district and community level healthcare system enabled the virus to take hold—I spoke about the legacy of Ebola, and if we were able to put one thing in place, it was good command and control that went from the Ministry of Health and the President right down to the most remote communities. That was put in place to deal with the crisis, but as a structure it can help us to drive improvements in community healthcare, and to build on the back of that framework to improve health more generally in Sierra Leone.
2016-01-19	CON	JustineGreening	To respond to the very serious issues that my hon. and learned Friend raises, from the very beginning this has been an unprecedented outbreak. We are seeing that even now, given the length of time that the virus appears to stay in the bodies of survivors after they have fully recovered. That is one reason—as we are still learning, frankly, about the implications of the virus’s persistence in survivors—why part of the work we are doing in Sierra Leone is to mitigate the risks of its being passed on. We are doing so through verifying survivor registers so that we know who should be on the list to be tested; offering safe sex counselling; establishing semen testing; ensuring access to free healthcare; and combating survivor stigma. It is critical to working with the people who may be most at risk of passing on a disease that they have themselves have survived. There is now a national semen-testing programme for male survivors aged 15 and above. Indeed, DFID and Public Health England are working with the Government in Sierra Leone to make sure that it works effectively
